Subject Id	Subject Flag	Agreed Hours
AHCCHM305A	C	100
AHCCHM306	C	60
AHCCHM307	C	70
AHCCHM308	C	100
AHCCHM309	C	60
AHCCHM310	C	100
AHCCHM401	C	60
AHCCHM401A	C	60
AHCCHM402	C	90
AHCCHM402A	C	90
AHCCHM403	C	20
AHCCHM403A	C	40
AHCCHM404	C	60
AHCCHM405	C	90
AHCCHM406	C	70
AHCCHM501	C	80
AHCCHM501A	C	80
AHCCMN101	C	35
AHCCMN102	C	35
AHCCMN103	C	35
AHCCMN201	C	40
AHCCMN202	C	40
AHCCOM201	C	50
AHCCOM201A	C	50
AHCCOM202	C	30
AHCCOM202A	C	30
AHCCOM203	C	20
AHCCOM203A	C	20
AHCCOM301	C	70
AHCCOM301A	C	70
AHCCOM302	C	30
AHCCOM302A	C	30
AHCCOM303	C	30
AHCCOM303A	C	30
AHCCOM401	C	100
AHCCOM401A	C	100
AHCCOM402	C	80
AHCCOM402A	C	80
AHCCOM501	C	100
AHCCOM501A	C	100
AHCDER401	C	40
AHCDER401A	C	40
AHCDER501	C	60
AHCDER501A	C	60
AHCDER502	C	80
AHCDER502A	C	80
AHCDES401	C	50
AHCDES402	C	70
AHCDES403	C	130
AHCDES404	C	50
AHCDES405	C	40
AHCDES501	C	80
AHCDES501A	C	80
AHCDES502	C	240
AHCDES502A	C	240
AHCDES503	C	110
AHCDES503A	C	110
AHCDES504	C	100
AHCDES504A	C	100
AHCDES505	C	240
AHCDES506	C	100
AHCDES507	C	60
AHCDES508	C	80
AHCDES509	C	110
AHCDRG201	C	20
AHCDRG201A	C	20
AHCDRG202	C	20
AHCDRG301	C	50
AHCDRG301A	C	50
AHCDRG302	C	70
AHCDRG302A	C	70
AHCDRG303	C	30
AHCDRG303A	C	30
AHCDRG304	C	60
AHCDRG305	C	50
AHCDRG306	C	70
AHCDRG307	C	30
AHCDRG308	C	60
AHCDRG401	C	80
AHCDRG402	C	80
AHCDRG403	C	80
AHCDRG404	C	80
AHCDRG501	C	120
AHCDRG501A	C	120
AHCDRG502	C	120
AHCDRY201	C	30
AHCDRY201A	C	30
AHCDRY202	C	30
AHCDRY301	C	30
AHCDRY301A	C	30
AHCDRY302	C	40
AHCDRY302A	C	40
AHCDRY303	C	30
AHCDRY304	C	40
AHCDRY305	C	150
AHCDRY306	C	40
AHCDRY401	C	80
AHCDRY401A	C	80
AHCDRY402	C	90
AHCECR101	C	15
AHCECR102	C	80
AHCECR201	C	30
AHCECR202	C	40
AHCECR203	C	40
AHCECR301	C	80
AHCECR302	C	80
AHCECR303	C	80
AHCECR304	C	80
AHCECR305	C	40
AHCECR306	C	20
AHCECR307	C	40
AHCECR308	C	80
AHCECR309	C	100
AHCECR310	C	70
AHCECR311	C	90
AHCECR401	C	80
AHCECR402	C	80
AHCECR501	C	80
AHCECR502	C	200
AHCECR503	C	200
AHCECR504	C	200
AHCECR505	C	150
AHCECR506	C	140
AHCEXP301	C	70
AHCEXP301A	C	70
AHCEXP302	C	60
AHCEXP302A	C	60
AHCEXP303	C	70
AHCEXP303A	C	70
AHCEXP304	C	60
AHCFAU201	C	40
AHCFAU201A	C	40
AHCFAU202	C	40
AHCFAU301	C	70
AHCFAU301A	C	70
AHCFAU302	C	50
AHCFAU303	C	70
AHCFAU501	C	150
AHCFAU501A	C	150
AHCFIR201	C	50
AHCFIR201A	C	50
AHCFIR202	C	50
AHCFIR301	C	40
AHCFIR501	C	150
AHCFIR501A	C	150
AHCFIR502	C	60
AHCFIR503	C	120
AHCFIR504	C	150
AHCGRI301	C	60
AHCGRI401	C	110
AHCGRI402	C	110
AHCGRI501	C	130
AHCGRI502	C	130
AHCHBR101A	C	70
AHCHBR201A	C	40
AHCHBR202A	C	40
AHCHBR203A	C	40
AHCHBR204A	C	40
AHCHBR302A	C	50
AHCHBR303A	C	60
AHCHBR304A	C	100
AHCHBR305A	C	60
AHCHBR306A	C	50
AHCHBR307A	C	60
AHCHBR308A	C	100
AHCHBR309A	C	80
AHCHBR401A	C	80
AHCHBR402A	C	80
AHCHYD301	C	60
AHCHYD301A	C	60
AHCHYD302	C	60
AHCHYD302A	C	60
AHCHYD401	C	80
AHCHYD501	C	120
AHCHYD501A	C	120
AHCILM201	C	20
AHCILM201A	C	20
AHCILM202	C	40
AHCILM202A	C	40
AHCILM203	C	40
AHCILM203A	C	40
AHCILM301A	C	60
AHCILM302	C	60
AHCILM302A	C	60
AHCILM303A	C	60
AHCILM304A	C	80
AHCILM305	C	50
AHCILM305A	C	50
AHCILM306	C	40
AHCILM306A	C	40
AHCILM307	C	40
AHCILM307A	C	40
AHCILM308	C	40
AHCILM401	C	60
AHCILM401A	C	60
AHCILM402	C	80
AHCILM402A	C	80
AHCILM403	C	80
AHCILM403A	C	80
AHCILM404	C	60
AHCILM404A	C	60
AHCILM405	C	80
AHCILM405A	C	80
AHCILM501	C	200
AHCILM501A	C	200
AHCILM502	C	120
AHCILM502A	C	120
AHCILM503	C	150
AHCILM503A	C	150
AHCILM504	C	150
AHCILM504A	C	150
AHCILM505	C	120
AHCILM505A	C	120
AHCILM506	C	100
AHCILM506A	C	100
AHCILM507A	C	150
AHCILM508	C	150
AHCILM508A	C	150
AHCILM509A	C	80
AHCILM510	C	90
AHCILM510A	C	90
AHCILM601	C	220
AHCILM601A	C	220
AHCINF201	C	40
AHCINF201A	C	40
AHCINF202	C	30
AHCINF202A	C	30
AHCINF203	C	30
AHCINF203A	C	30
AHCINF204	C	60
AHCINF204A	C	60
AHCINF301	C	70
AHCINF301A	C	70
AHCINF302	C	60
AHCINF302A	C	60
AHCINF303	C	60
AHCINF303A	C	60
AHCINF304	C	60
AHCIRG101	C	15
AHCIRG101A	C	15
AHCIRG102	C	15
AHCIRG201A	C	20
AHCIRG202A	C	40
AHCIRG203A	C	30
AHCIRG204A	C	25
AHCIRG205A	C	20
AHCIRG206A	C	20
AHCIRG207A	C	20
AHCIRG208A	C	40
AHCIRG209A	C	35
AHCIRG210A	C	40
AHCIRG211A	C	40
AHCIRG212A	C	40
AHCIRG213A	C	30
AHCIRG214A	C	30
AHCIRG215	C	40
AHCIRG216	C	30
AHCIRG217	C	40
AHCIRG218	C	40
AHCIRG219	C	40
AHCIRG220	C	30
AHCIRG221	C	40
AHCIRG222	C	40
AHCIRG301	C	80
AHCIRG301A	C	50
AHCIRG302A	C	70
AHCIRG303	C	70
AHCIRG303A	C	70
AHCIRG304A	C	50
AHCIRG305A	C	50
AHCIRG306	C	50
AHCIRG306A	C	50
AHCIRG307A	C	70
AHCIRG308	C	70
AHCIRG308A	C	70
AHCIRG309	C	50
AHCIRG309A	C	50
AHCIRG310	C	60
AHCIRG310A	C	60
AHCIRG311A	C	70
AHCIRG312A	C	70
AHCIRG313A	C	70
AHCIRG314A	C	70
AHCIRG315	C	50
AHCIRG315A	C	50
AHCIRG316A	C	50
AHCIRG317A	C	50
AHCIRG318A	C	50
AHCIRG319A	C	50
AHCIRG320A	C	60
AHCIRG321A	C	50
AHCIRG322A	C	50
AHCIRG323A	C	50
AHCIRG324A	C	50
AHCIRG325	C	50
AHCIRG325A	C	50
AHCIRG326	C	50
AHCIRG326A	C	50
AHCIRG327	C	80
AHCIRG327A	C	80
AHCIRG328	C	50
AHCIRG331	C	70
AHCIRG332	C	50
AHCIRG333	C	50
AHCIRG334	C	50
AHCIRG335	C	50
AHCIRG336	C	50
AHCIRG337	C	70
AHCIRG338	C	50
AHCIRG339	C	70
AHCIRG340	C	50
AHCIRG341	C	60
AHCIRG342	C	50
AHCIRG343	C	50
AHCIRG344	C	80
AHCIRG345	C	70
AHCIRG346	C	50
AHCIRG347	C	50
AHCIRG348	C	50
AHCIRG349	C	70
AHCIRG401A	C	80
AHCIRG402	C	80
AHCIRG402A	C	80
AHCIRG403A	C	100
AHCIRG404	C	80
AHCIRG404A	C	80
AHCIRG405A	C	80
AHCIRG406A	C	80
AHCIRG407A	C	80
AHCIRG408	C	50
AHCIRG408A	C	50
AHCIRG409A	C	80
AHCIRG410	C	100
AHCIRG410A	C	100
AHCIRG411A	C	80
AHCIRG412A	C	80
AHCIRG413A	C	80
AHCIRG414A	C	80
AHCIRG415	C	70
AHCIRG415A	C	70
AHCIRG416A	C	70
AHCIRG417A	C	70
AHCIRG418A	C	70
AHCIRG419A	C	70
AHCIRG420A	C	70
AHCIRG421A	C	70
AHCIRG422	C	70
AHCIRG422A	C	70
AHCIRG423A	C	80
AHCIRG424A	C	80
AHCIRG425A	C	80
AHCIRG426	C	50
AHCIRG426A	C	50
AHCIRG427A	C	100
AHCIRG428A	C	80
AHCIRG431	C	80
AHCIRG432	C	70
AHCIRG433	C	80
AHCIRG434	C	80
AHCIRG435	C	80
AHCIRG436	C	80
AHCIRG437	C	50
AHCIRG438	C	100
AHCIRG439	C	70
AHCIRG440	C	70
AHCIRG441	C	50
AHCIRG442	C	80
AHCIRG443	C	70
AHCIRG444	C	80
AHCIRG445	C	80
AHCIRG446	C	50
AHCIRG501	C	100
AHCIRG501A	C	100
AHCIRG502	C	80
AHCIRG502A	C	80
AHCIRG503	C	120
AHCIRG503A	C	120
AHCIRG504	C	120
AHCIRG504A	C	120
AHCIRG505	C	120
AHCIRG505A	C	120
AHCIRG506	C	120
AHCIRG507	C	100
AHCIRG508	C	80
AHCIRG509	C	120
AHCIRG510	C	120
AHCLPW201	C	30
AHCLPW301	C	60
AHCLPW301A	C	60
AHCLPW302	C	50
AHCLPW303	C	70
AHCLPW303A	C	70
AHCLPW304	C	70
AHCLPW304A	C	70
AHCLPW305	C	60
AHCLPW305A	C	60
AHCLPW306	C	70
AHCLPW306A	C	70
AHCLPW307	C	100
AHCLPW308	C	50
AHCLPW309	C	70
AHCLPW310	C	60
AHCLPW311	C	70
AHCLPW312	C	70
AHCLPW313	C	70
AHCLPW401	C	80
AHCLPW401A	C	80
AHCLPW402	C	80
AHCLPW402A	C	80
AHCLPW403	C	50
AHCLPW403A	C	50
AHCLPW404	C	120
AHCLPW404A	C	120
AHCLPW405	C	100
AHCLPW405A	C	100
AHCLPW406	C	100
AHCLPW407	C	80
AHCLPW408	C	80
AHCLPW409	C	60
AHCLPW410	C	120
AHCLPW501	C	200
AHCLPW501A	C	200
AHCLPW503	C	150
AHCLPW503A	C	150
AHCLPW504	C	150
AHCLPW504A	C	150
AHCLPW505	C	150
AHCLPW505A	C	150
AHCLPW506	C	200
AHCLPW506A	C	100
AHCLPW507	C	150
AHCLPW601	C	230
AHCLPW601A	C	230
AHCLPW602	C	230
AHCLSC101	C	15
AHCLSC101A	C	15
AHCLSC102	C	15
AHCLSC201	C	30
AHCLSC201A	C	30
AHCLSC202	C	50
AHCLSC202A	C	50
AHCLSC203	C	20
AHCLSC203A	C	20
AHCLSC204	C	30
AHCLSC204A	C	30
AHCLSC205	C	20
AHCLSC205A	C	20
AHCLSC206	C	30
AHCLSC207	C	50
AHCLSC208	C	20
AHCLSC209	C	30
AHCLSC210	C	20
AHCLSC301	C	50
AHCLSC301A	C	50
AHCLSC302	C	80
AHCLSC302A	C	80
AHCLSC303	C	100
AHCLSC303A	C	100
AHCLSC304	C	60
AHCLSC304A	C	60
AHCLSC305	C	50
AHCLSC305A	C	50
AHCLSC306	C	100
AHCLSC306A	C	100
AHCLSC307	C	100
AHCLSC307A	C	100
AHCLSC308	C	80
AHCLSC308A	C	80
AHCLSC309	C	60
AHCLSC309A	C	60
AHCLSC310	C	60
AHCLSC310A	C	60
AHCLSC311	C	60
AHCLSC312	C	100
AHCLSC313	C	80
AHCLSC314	C	60
AHCLSC315	C	40
AHCLSC316	C	100
AHCLSC317	C	80
AHCLSC318	C	60
AHCLSC319	C	100
AHCLSC320	C	60
AHCLSC321	C	80
AHCLSC401	C	80
AHCLSC401A	C	80
AHCLSC402	C	40
AHCLSC403	C	140
AHCLSC404	C	80
AHCLSC501	C	110
AHCLSC501A	C	110
AHCLSC502	C	200
AHCLSC502A	C	200
AHCLSC503	C	100
AHCLSC503A	C	100
AHCLSC504	C	110
AHCLSC505	C	200
AHCLSC506	C	100
AHCLSK101	C	15
AHCLSK101A	C	15
AHCLSK102	C	15
AHCLSK102A	C	15
AHCLSK201	C	40
AHCLSK201A	C	40
AHCLSK202	C	40
AHCLSK202A	C	40
AHCLSK203	C	40
AHCLSK203A	C	40
AHCLSK204	C	40
AHCLSK204A	C	40
AHCLSK205	C	30
AHCLSK205A	C	30
AHCLSK206	C	20
AHCLSK206A	C	20
AHCLSK207	C	20
AHCLSK207A	C	20
AHCLSK208	C	30
AHCLSK208A	C	30
AHCLSK209	C	20
AHCLSK209A	C	20
AHCLSK210	C	25
AHCLSK210A	C	25
AHCLSK211	C	30
AHCLSK211A	C	30
AHCLSK212A	C	60
AHCLSK213	C	20
AHCLSK213A	C	20
AHCLSK214	C	30
AHCLSK214A	C	30
AHCLSK215	C	30
AHCLSK215A	C	30
AHCLSK216	C	40
AHCLSK217	C	40
AHCLSK218	C	50
AHCLSK219	C	40
AHCLSK220	C	30
AHCLSK301	C	80
AHCLSK301A	C	80
AHCLSK302	C	60
AHCLSK302A	C	60
AHCLSK303	C	40
AHCLSK303A	C	40
AHCLSK304	C	60
AHCLSK304A	C	60
AHCLSK305	C	30
AHCLSK305A	C	30
AHCLSK306	C	40
AHCLSK306A	C	40
AHCLSK307	C	40
AHCLSK307A	C	40
AHCLSK308	C	40
AHCLSK308A	C	40
AHCLSK309	C	50
AHCLSK309A	C	50
AHCLSK310	C	100
AHCLSK310A	C	100
AHCLSK311	C	140
AHCLSK311A	C	140
AHCLSK312	C	80
AHCLSK312A	C	80
AHCLSK313	C	60
AHCLSK313A	C	60
AHCLSK314	C	50
AHCLSK314A	C	50
AHCLSK315	C	30
AHCLSK315A	C	30
AHCLSK316	C	90
AHCLSK316A	C	90
AHCLSK317	C	80
AHCLSK317A	C	80
AHCLSK318	C	50
AHCLSK318A	C	50
AHCLSK319	C	40
AHCLSK319A	C	40
AHCLSK320	C	60
AHCLSK320A	C	60
AHCLSK321	C	80
AHCLSK321A	C	80
AHCLSK322	C	50
AHCLSK322A	C	50
AHCLSK323	C	60
AHCLSK323A	C	60
AHCLSK324	C	25
AHCLSK324A	C	25
AHCLSK325	C	20
AHCLSK325A	C	20
AHCLSK326	C	30
AHCLSK326A	C	30
AHCLSK327	C	40
AHCLSK327A	C	40
AHCLSK328	C	60
AHCLSK328A	C	60
AHCLSK329	C	60
AHCLSK329A	C	60
AHCLSK330	C	60
AHCLSK330A	C	100
AHCLSK331	C	40
AHCLSK331A	C	40
AHCLSK332	C	80
AHCLSK332A	C	80
AHCLSK333	C	80
AHCLSK333A	C	80
AHCLSK334	C	100
AHCLSK334A	C	100
AHCLSK335	C	0
AHCLSK335A	C	
AHCLSK336	C	0
AHCLSK337	C	100
AHCLSK338	C	
AHCLSK339	C	80
AHCLSK340	C	60
AHCLSK341	C	90
AHCLSK342	C	50
AHCLSK343	C	30
AHCLSK401	C	80
AHCLSK401A	C	80
AHCLSK402	C	140
AHCLSK402A	C	140
AHCLSK403A	C	60
AHCLSK404	C	80
AHCLSK404A	C	80
AHCLSK405	C	80
AHCLSK405A	C	80
AHCLSK406	C	80
AHCLSK406A	C	80
AHCLSK407	C	120
AHCLSK407A	C	120
AHCLSK408	C	80
AHCLSK408A	C	80
AHCLSK409	C	110
AHCLSK409A	C	110
AHCLSK410	C	100
AHCLSK410A	C	100
AHCLSK411	C	80
AHCLSK411A	C	80
AHCLSK412	C	80
AHCLSK412A	C	80
AHCLSK413	C	100
AHCLSK413A	C	100
AHCLSK414	C	50
AHCLSK414A	C	50
AHCLSK415	C	80
AHCLSK415A	C	80
AHCLSK416	C	100
AHCLSK416A	C	100
AHCLSK417	C	60
AHCLSK417A	C	60
AHCLSK418	C	60
AHCLSK418A	C	60
AHCLSK419	C	60
AHCLSK420	C	50
AHCLSK421	C	80
AHCLSK422	C	100
AHCLSK501	C	180
AHCLSK501A	C	180
AHCLSK502	C	100
AHCLSK502A	C	100
AHCLSK503	C	160
AHCLSK503A	C	160
AHCLSK504	C	150
AHCLSK504A	C	150
AHCLSK505	C	180
AHCLSK505A	C	180
AHCLSK506	C	120
AHCLSK506A	C	120
AHCLSK507	C	100
AHCLSK508	C	120
AHCLSK509	C	160
AHCLSK510	C	180
AHCMAR301	C	60
AHCMAR302	C	60
AHCMAR303	C	80
AHCMAR304	C	80
AHCMAR305	C	70
AHCMAR306	C	60
AHCMDC201	C	40
AHCMDC202	C	40
AHCMDC203	C	50
AHCMDC301	C	50
AHCMDC302	C	70
AHCMDC303	C	70
AHCMDC304	C	60
AHCMDC305	C	100
AHCMDC401	C	50
AHCMDC402	C	60
AHCMDC403	C	100
AHCMDC404	C	110
AHCMDC405	C	90
AHCMER301	C	60
AHCMER301A	C	60
AHCMER302	C	60
AHCMER302A	C	60
AHCMER303	C	50
AHCMER303A	C	50
AHCMER304	C	70
AHCMER305	C	60
AHCMER306	C	50
AHCMER401	C	80
AHCMER401A	C	80
AHCMER402	C	60
AHCMER402A	C	60
AHCMER403	C	70
AHCMER403A	C	70
AHCMER404	C	50
AHCMER404A	C	50
AHCMER405	C	50
AHCMER405A	C	50
AHCMER406	C	80
AHCMER406A	C	80
AHCMER407	C	50
AHCMER408	C	80
AHCMER501	C	120
AHCMER501A	C	120
AHCMER502	C	120
AHCMKH301	C	150
AHCMKH301A	C	150
AHCMKH303	C	100
AHCMKH303A	C	100
AHCMKH304	C	100
AHCMKH304A	C	100
AHCMKH305	C	150
AHCMKH305A	C	150
AHCMKH401	C	100
AHCMKH401A	C	100
AHCMKH402	C	200
AHCMKH402A	C	200
AHCMKH403	C	150
AHCMKH403A	C	150
AHCMKH404	C	200
AHCMKH404A	C	200
AHCMKH405	C	200
AHCMKH405A	C	200
AHCMOM101	C	20
AHCMOM101A	C	20
AHCMOM201	C	30
AHCMOM201A	C	30
AHCMOM202	C	40
AHCMOM202A	C	40
AHCMOM203	C	20
AHCMOM203A	C	20
AHCMOM204	C	30
AHCMOM204A	C	30
AHCMOM205	C	20
AHCMOM205A	C	20
AHCMOM206	C	40
AHCMOM206A	C	40
AHCMOM207	C	60
AHCMOM207A	C	60
AHCMOM208	C	50
AHCMOM208A	C	50
AHCMOM209	C	50
AHCMOM209A	C	50
AHCMOM210	C	50
AHCMOM210A	C	50
AHCMOM211	C	30
AHCMOM211A	C	30
AHCMOM212	C	60
AHCMOM212A	C	60
AHCMOM213	C	40
AHCMOM214	C	0
AHCMOM215	C	40
AHCMOM216	C	50
AHCMOM217	C	60
AHCMOM301	C	80
AHCMOM301A	C	80
AHCMOM302	C	50
AHCMOM302A	C	50
AHCMOM304	C	40
AHCMOM304A	C	40
AHCMOM305	C	60
AHCMOM305A	C	60
AHCMOM306	C	50
AHCMOM306A	C	50
AHCMOM307	C	30
AHCMOM307A	C	30
AHCMOM308	C	80
AHCMOM308A	C	80
AHCMOM309	C	60
AHCMOM309A	C	60
AHCMOM310	C	80
AHCMOM310A	C	80
AHCMOM311	C	90
AHCMOM311A	C	90
AHCMOM312	C	80
AHCMOM312A	C	80
AHCMOM313	C	60
AHCMOM313A	C	60
AHCMOM314	C	40
AHCMOM314A	C	40
AHCMOM315	C	90
AHCMOM315A	C	90
AHCMOM316	C	30
AHCMOM317	C	60
AHCMOM401	C	150
AHCMOM401A	C	150
AHCMOM402	C	80
AHCMOM402A	C	80
AHCMOM403	C	60
AHCMOM501	C	90
AHCMOM501A	C	90
AHCMOM502	C	130
AHCMOM502A	C	130
AHCMOM601	C	200
AHCMOM601A	C	200
AHCNAR101	C	15
AHCNAR101A	C	15
AHCNAR102	C	80
AHCNAR102A	C	80
AHCNAR201	C	40
AHCNAR201A	C	40
AHCNAR202	C	40
AHCNAR202A	C	40
AHCNAR301	C	80
AHCNAR301A	C	80
AHCNAR302	C	80
AHCNAR302A	C	80
AHCNAR303	C	80
AHCNAR303A	C	80
AHCNAR304	C	80
AHCNAR304A	C	80
AHCNAR305	C	40
AHCNAR306	C	20
AHCNAR307	C	40
AHCNAR401	C	80
AHCNAR401A	C	80
AHCNAR402	C	80
AHCNAR402A	C	80
AHCNAR501	C	80
AHCNAR501A	C	80
AHCNAR502	C	200
AHCNAR502A	C	200
AHCNAR503	C	200
AHCNAR503A	C	200
AHCNAR504	C	200
AHCNAR504A	C	200
AHCNAR505	C	150
AHCNAR505A	C	150
AHCNAR506	C	140
AHCNAR506A	C	140
AHCNRM301	C	50
AHCNRM401	C	90
AHCNRM501	C	180
AHCNRM501A	C	180
AHCNRM502	C	120
AHCNRM502A	C	120
AHCNRM503	C	150
AHCNRM503A	C	150
AHCNRM504	C	200
AHCNRM504A	C	200
AHCNRM505	C	180
AHCNRM505A	C	180
AHCNRM506	C	200
AHCNRM506A	C	200
AHCNRM507	C	40
AHCNRM507A	C	40
AHCNRM508	C	100
AHCNRM509	C	180
AHCNRM510	C	120
AHCNRM511	C	200
AHCNRM512	C	100
AHCNRM601	C	250
AHCNRM602	C	200
AHCNRM603	C	200
AHCNRM604	C	250
AHCNRM605	C	200
AHCNSY101	C	15
AHCNSY101A	C	15
AHCNSY102	C	15
AHCNSY201	C	20
AHCNSY201A	C	20
AHCNSY202	C	30
AHCNSY202A	C	30
AHCNSY203	C	30
AHCNSY203A	C	30
AHCNSY204	C	20
AHCNSY204A	C	20
AHCNSY205	C	20
AHCNSY206	C	30
AHCNSY207	C	30
AHCNSY208	C	20
AHCNSY301	C	40
AHCNSY301A	C	40
AHCNSY302	C	40
AHCNSY302A	C	40
AHCNSY303	C	60
AHCNSY303A	C	60
AHCNSY304	C	40
AHCNSY304A	C	40
AHCNSY305	C	50
AHCNSY305A	C	50
AHCNSY306	C	90
AHCNSY306A	C	90
AHCNSY307	C	70
AHCNSY307A	C	70
AHCNSY308	C	40
AHCNSY309	C	40
AHCNSY310	C	60
AHCNSY311	C	40
AHCNSY312	C	50
AHCNSY313	C	90
AHCNSY314	C	70
AHCNSY401	C	80
AHCNSY401A	C	80
AHCNSY402	C	120
AHCNSY402A	C	120
AHCNSY403	C	80
AHCNSY404	C	120
AHCOHS101A	C	10
AHCOHS201A	C	20
AHCOHS301A	C	50
AHCOHS401A	C	70
AHCOHS501A	C	90
AHCORG101	C	20
AHCORG101A	C	20
AHCORG401	C	100
AHCORG401A	C	100
AHCORG402	C	100
AHCORG402A	C	100
AHCORG403	C	100
AHCORG403A	C	100
AHCORG404	C	40
AHCORG404A	C	40
AHCORG405	C	60
AHCORG405A	C	60
AHCORG406	C	60
AHCORG406A	C	60
AHCORG407	C	60
AHCORG408	C	60
AHCORG501	C	120
AHCORG501A	C	120
AHCORG502	C	140
AHCORG502A	C	140
AHCORG503	C	100
AHCORG503A	C	100
AHCORG504	C	100
AHCORG504A	C	100
AHCORG505	C	100
AHCORG505A	C	100
AHCORG506	C	100
AHCORG506A	C	100
AHCORG507	C	120
AHCORG508	C	140
AHCPCM201	C	40
AHCPCM201A	C	40
AHCPCM202	C	30
AHCPCM202A	C	30
AHCPCM203	C	40
AHCPCM204	C	40
AHCPCM205	C	40
AHCPCM301	C	60
AHCPCM301A	C	60
AHCPCM302	C	70
AHCPCM302A	C	70
AHCPCM303	C	80
AHCPCM303A	C	80
AHCPCM304	C	80
AHCPCM305	C	60
AHCPCM306	C	70
AHCPCM307	C	80
AHCPCM401	C	80
AHCPCM401A	C	80
AHCPCM402	C	90
AHCPCM402A	C	90
AHCPCM403	C	80
AHCPCM404	C	80
AHCPCM405	C	80
AHCPCM406	C	90
AHCPCM501	C	120
AHCPCM501A	C	120
AHCPCM502	C	120
AHCPCM502A	C	120
AHCPCM503	C	130
AHCPCM503A	C	130
AHCPCM504	C	150
AHCPCM504A	C	150
AHCPCM505	C	120
AHCPCM505A	C	120
AHCPCM506	C	120
AHCPCM507	C	120
AHCPCM508	C	120
AHCPCM509	C	100
AHCPCM510	C	120
AHCPCM511	C	130
AHCPCM512	C	150
AHCPCM513	C	120
AHCPCM601	C	200
AHCPCM601A	C	200
AHCPCM602	C	200
AHCPER101	C	20
AHCPER102	C	20
AHCPER103	C	20
AHCPER104	C	20
AHCPER105	C	20
AHCPER201	C	20
AHCPER202	C	30
AHCPER203	C	30
AHCPER204	C	30
AHCPER205	C	30
AHCPER206	C	30
AHCPER207	C	30
AHCPER208	C	30
AHCPER209	C	30
AHCPER210	C	25
AHCPER211	C	25
AHCPER212	C	25
AHCPER213	C	25
AHCPER214	C	30
AHCPER215	C	30
AHCPER301	C	40
AHCPER302	C	40
AHCPER303	C	40
AHCPER304	C	40
AHCPER305	C	40
AHCPER306	C	30
AHCPER307	C	60
AHCPER308	C	60
AHCPER309	C	40
AHCPER310	C	35
AHCPER311	C	25
AHCPER312	C	40
AHCPER313	C	25
AHCPER314	C	15
AHCPER315	C	35
AHCPER316	C	40
AHCPER317	C	60
AHCPER318	C	40
AHCPER319	C	40
AHCPER320	C	40
AHCPER321	C	40
AHCPER401	C	70
AHCPER402	C	80
AHCPER403	C	80
AHCPER404	C	70
AHCPER405	C	50
AHCPER406	C	50
AHCPER407	C	50
AHCPER408	C	50
AHCPER409	C	30
AHCPER410	C	40
AHCPER411	C	60
AHCPER412	C	60
AHCPER413	C	40
AHCPER501	C	80
AHCPER502	C	120
AHCPER503	C	100
AHCPER504	C	90
AHCPER505	C	100
AHCPER506	C	100
AHCPER507	C	120
AHCPER508	C	120
AHCPER509	C	90
AHCPER510	C	120
AHCPER511	C	90
AHCPER512	C	90
AHCPGD101	C	10
AHCPGD101A	C	10
AHCPGD102	C	10
AHCPGD201	C	20
AHCPGD201A	C	20
AHCPGD202	C	35
AHCPGD202A	C	35
AHCPGD203	C	35
AHCPGD203A	C	35
AHCPGD204	C	20
AHCPGD204A	C	20
AHCPGD205	C	20
AHCPGD205A	C	20
AHCPGD206	C	20
AHCPGD206A	C	20
AHCPGD207	C	20
AHCPGD208	C	35
AHCPGD209	C	35
AHCPGD210	C	20
AHCPGD212	C	20
AHCPGD301	C	80
AHCPGD301A	C	80
AHCPGD302	C	50
AHCPGD302A	C	50
AHCPGD303	C	65
AHCPGD303A	C	65
AHCPGD304	C	100
AHCPGD304A	C	100
AHCPGD305	C	70
AHCPGD305A	C	70
AHCPGD306	C	70
AHCPGD306A	C	70
AHCPGD307	C	80
AHCPGD308	C	60
AHCPGD309	C	65
AHCPGD310	C	100
AHCPGD311	C	70
AHCPGD312	C	70
AHCPGD401	C	90
AHCPGD401A	C	90
AHCPGD402	C	80
AHCPGD402A	C	80
AHCPGD403	C	90
AHCPGD404	C	80
AHCPGD501	C	200
AHCPGD501A	C	200
AHCPGD502	C	120
AHCPGD502A	C	120
AHCPGD503	C	200
AHCPGD503A	C	200
AHCPGD504	C	120
AHCPGD504A	C	120
AHCPGD505	C	150
AHCPGD505A	C	150
AHCPGD506	C	200
AHCPGD507	C	200
AHCPGD508	C	120
AHCPGD509	C	120
AHCPGD510	C	150
AHCPHR504	C	70
AHCPHR506	C	
AHCPHT101	C	15
AHCPHT101A	C	15
AHCPHT102	C	15
AHCPHT201	C	25
AHCPHT201A	C	25
AHCPHT202	C	25
AHCPHT202A	C	25
AHCPHT203	C	25
AHCPHT203A	C	25
AHCPHT204	C	30
AHCPHT204A	C	30
AHCPHT205	C	25
AHCPHT205A	C	25
AHCPHT206	C	10
AHCPHT206A	C	10
AHCPHT207	C	40
AHCPHT207A	C	40
AHCPHT208	C	30
AHCPHT208A	C	30
AHCPHT209	C	60
AHCPHT209A	C	60
AHCPHT210	C	40
AHCPHT211	C	40
AHCPHT212	C	30
AHCPHT213	C	30
AHCPHT214	C	25
AHCPHT215	C	25
AHCPHT216	C	25
AHCPHT217	C	30
AHCPHT218	C	25
AHCPHT219	C	10
AHCPHT220	C	40
AHCPHT221	C	30
AHCPHT222	C	60
AHCPHT301	C	80
